1	s3_u1	1	27.67	0.11	sil
1	s3_u1	1	2.67	0.02	sil
1	s3_u1	1	24.71	0.1	sil
1	s3_u1	1	1.69	0.01	sil
1	s3_u1	1	16.57	0.02	sil
1	s3_u1	1	23.27	0.03	sil
1	s3_u1	1	13.37	0.14	sil
1	s3_u1	1	14.81	0.01	sil
1	s3_u1	1	21.99	0.18	sil
1	s3_u1	1	7.86	0.01	sil
1	s3_u1	1	3.59	0.01	sil
1	s3_u1	1	21.82	0.02	sil
1	s3_u1	1	6.01	0.13	sil
1	s3_u1	1	15.94	0.46	sil
1	s3_u1	1	26.07	0.09	sil
1	s3_u1	1	5.07	0.01	sil
1	s3_u1	1	22.45	0.02	sil
1	s3_u1	1	13.71	0.16	sil
1	s3_u1	1	18.52	0.57	sil
1	s3_u1	1	5.43	0.01	sil
1	s3_u1	1	6.28	0.01	sil
1	s3_u1	1	12.95	0.09	sil
1	s3_u1	1	23.05	0.05	sil
1	s3_u1	1	1.13	0.1	sil
1	s3_u1	1	11.26	0.09	sil
1	s3_u1	1	11.61	0.01	sil
1	s3_u1	1	1.39	0.01	sil
1	s3_u1	1	15.45	0.36	sil
1	s3_u1	1	25	0.01	sil
1	s3_u1	1	10.42	0.14	sil
1	s3_u1	1	8.29	0.07	sil
1	s3_u1	1	17.3	0.01	sil
1	s3_u1	1	24.37	0.01	sil
1	s3_u1	1	0	0.07	sil
1	s3_u1	1	3.83	0.12	sil
1	s3_u1	1	27.23	0.08	sil
1	s3_u1	1	0.3	0.02	sil
1	s3_u1	1	25.38	0.28	sil
1	s3_u1	1	4.74	0.01	sil
1	s3_u1	1	3.41	0.01	sil
1	s3_u1	1	9.54	0.11	sil
1	s3_u1	1	14.6	0.02	sil
1	s3_u1	1	8.6	0.01	sil
1	s3_u1	1	2.16	0.21	sil
1	s3_u1	1	23.69	0.05	sil
1	s3_u1	1	20.1	0.51	sil
1	s3_u1	1	27.5	0.04	sil
1	s3_u1	1	23.93	0.08	sil
1	s3_u1	1	19.68	0.01	sil
1	s3_u1	1	20.99	0.2	sil
1	s3_u1	1	21.46	0.16	sil
1	s3_u1	1	14.04	0.18	sil
1	s3_u1	1	3.1	0.07	sil
1	s3_u1	1	15.19	0.13	sil
1	s3_u1	1	7.56	0.13	sil
1	s3_u1	1	24.15	0.07	sil
1	s3_u1	1	10.78	0.12	sil
1	s3_u1	1	12.37	0.14	sil
1	s3_u1	1	4.49	0.16	sil
1	s3_u1	1	12.68	0.01	sil
1	s3_u1	1	11.98	0.09	sil
1	s3_u1	1	16.9	0.03	sil
1	s3_u1	1	5.67	0.07	sil
1	s3_u1	1	27.95	0.12	sil
1	s3_u1	1	17.97	0.35	sil
1	s3_u1	1	10	0.14	sil
1	s3_u1	1	14.37	0.01	sil
1	s3_u1	1	9.81	0.01	sil
1	s3_u1	1	26.43	0.01	sil
2	s3_u1	1	1.27	0.12	a1
4	s3_u1	1	5.2	0.05	a3
5	s3_u1	1	14.43	0.04	a4
7	s3_u1	1	1.23	0.04	aa
9	s3_u1	1	10.28	0.14	ai2
9	s3_u1	1	10.62	0.06	ai2
15	s3_u1	1	27.58	0.09	an3
15	s3_u1	1	9.46	0.08	an3
16	s3_u1	1	6.93	0.05	an4
16	s3_u1	1	7.89	0.05	an4
18	s3_u1	1	0.36	0.03	ang1
21	s3_u1	1	26.51	0.07	ang4
21	s3_u1	1	8.17	0.12	ang4
21	s3_u1	1	6.81	0.06	ang4
24	s3_u1	1	9.38	0.05	ao2
25	s3_u1	1	7.12	0.08	ao3
26	s3_u1	1	11.01	0.04	ao4
26	s3_u1	1	8.72	0.06	ao4
26	s3_u1	1	17.21	0.09	ao4
26	s3_u1	1	14.93	0.05	ao4
26	s3_u1	1	4.12	0.07	ao4
26	s3_u1	1	13.14	0.06	ao4
27	s3_u1	1	4.41	0.08	ao5
28	s3_u1	1	6.6	0.04	b
28	s3_u1	1	17.54	0.03	b
28	s3_u1	1	1.7	0.03	b
28	s3_u1	1	5.17	0.03	b
28	s3_u1	1	2.84	0.03	b
28	s3_u1	1	5.81	0.03	b
29	s3_u1	1	11.83	0.03	c
29	s3_u1	1	6.51	0.04	c
30	s3_u1	1	2.92	0.05	ch
30	s3_u1	1	1.94	0.05	ch
30	s3_u1	1	3.95	0.08	ch
31	s3_u1	1	0.9	0.03	d
31	s3_u1	1	20.82	0.03	d
31	s3_u1	1	7.87	0.02	d
31	s3_u1	1	2.03	0.02	d
31	s3_u1	1	22.79	0.03	d
31	s3_u1	1	14.9	0.03	d
31	s3_u1	1	17.71	0.02	d
31	s3_u1	1	1.85	0.03	d
31	s3_u1	1	13.04	0.03	d
31	s3_u1	1	25.2	0.03	d
31	s3_u1	1	10.98	0.03	d
31	s3_u1	1	14.82	0.03	d
31	s3_u1	1	11.13	0.02	d
31	s3_u1	1	17.18	0.03	d
31	s3_u1	1	24.22	0.03	d
31	s3_u1	1	25.14	0.03	d
31	s3_u1	1	9.04	0.02	d
31	s3_u1	1	0.32	0.04	d
31	s3_u1	1	3	0.02	d
31	s3_u1	1	8.7	0.02	d
31	s3_u1	1	17.1	0.03	d
31	s3_u1	1	10.9	0.03	d
31	s3_u1	1	8.61	0.03	d
31	s3_u1	1	4.39	0.02	d
31	s3_u1	1	13.12	0.02	d
31	s3_u1	1	22.68	0.03	d
31	s3_u1	1	4.09	0.03	d
31	s3_u1	1	19.44	0.04	d
32	s3_u1	1	7.33	0.03	e1
33	s3_u1	1	13.07	0.05	e2
33	s3_u1	1	8.64	0.06	e2
33	s3_u1	1	9.3	0.05	e2
33	s3_u1	1	4.69	0.05	e2
33	s3_u1	1	17.13	0.05	e2
33	s3_u1	1	14.85	0.05	e2
33	s3_u1	1	10.93	0.05	e2
34	s3_u1	1	17	0.03	e3
35	s3_u1	1	13.29	0.08	e4
35	s3_u1	1	24.05	0.1	e4
35	s3_u1	1	0.7	0.02	e4
35	s3_u1	1	14.5	0.01	e4
35	s3_u1	1	15.07	0.12	e4
35	s3_u1	1	19.22	0.12	e4
35	s3_u1	1	8.95	0.02	e4
35	s3_u1	1	7.75	0.11	e4
35	s3_u1	1	3.35	0.06	e4
35	s3_u1	1	12.25	0.12	e4
35	s3_u1	1	12.12	0.03	e4
35	s3_u1	1	5.56	0.11	e4
36	s3_u1	1	9.06	0.02	e5
36	s3_u1	1	17.73	0.01	e5
36	s3_u1	1	8.82	0.02	e5
36	s3_u1	1	7.23	0.02	e5
36	s3_u1	1	0.93	0.01	e5
36	s3_u1	1	24.25	0.12	e5
36	s3_u1	1	22.71	0.08	e5
36	s3_u1	1	19.48	0.2	e5
36	s3_u1	1	25.17	0.03	e5
37	s3_u1	1	9.65	0.1	ee
37	s3_u1	1	0.07	0.15	ee
37	s3_u1	1	27.31	0.13	ee
37	s3_u1	1	13.87	0.12	ee
37	s3_u1	1	18.32	0.11	ee
37	s3_u1	1	6.14	0.06	ee
37	s3_u1	1	11.35	0.19	ee
37	s3_u1	1	14.22	0.11	ee
37	s3_u1	1	24.01	0.04	ee
37	s3_u1	1	3.17	0.18	ee
37	s3_u1	1	7.69	0.06	ee
37	s3_u1	1	26.16	0.24	ee
40	s3_u1	1	5.77	0.04	ei3
43	s3_u1	1	9.75	0.06	en1
44	s3_u1	1	5.92	0.09	en2
44	s3_u1	1	8.99	0.05	en2
44	s3_u1	1	20.68	0.03	en2
