148	s2_u1	1	0.55	0.04	sh
148	s2_u1	1	6.32	0.04	sh
148	s2_u1	1	18.3	0.04	sh
148	s2_u1	1	4.99	0.08	sh
148	s2_u1	1	11.18	0.04	sh
148	s2_u1	1	11.71	0.04	sh
148	s2_u1	1	18.76	0.06	sh
148	s2_u1	1	6.46	0.03	sh
148	s2_u1	1	5.27	0.03	sh
148	s2_u1	1	10.27	0.05	sh
149	s2_u1	1	4.1	0.02	t
149	s2_u1	1	12.53	0.03	t
151	s2_u1	1	0.92	0.02	u2
151	s2_u1	1	3.7	0.02	u2
152	s2_u1	1	13.75	0.04	u3
152	s2_u1	1	5.82	0.04	u3
152	s2_u1	1	4.19	0.04	u3
153	s2_u1	1	2.05	0.1	u4
153	s2_u1	1	12.5	0.03	u4
167	s2_u1	1	4.74	0.07	uan3
168	s2_u1	1	0.84	0.05	uan4
168	s2_u1	1	17.01	0.09	uan4
180	s2_u1	1	12.69	0.05	ui2
182	s2_u1	1	3.44	0.04	ui4
182	s2_u1	1	9.84	0.03	ui4
182	s2_u1	1	19.31	0.07	ui4
182	s2_u1	1	1.41	0.08	ui4
182	s2_u1	1	15.59	0.05	ui4
189	s2_u1	1	18.34	0.14	uo1
189	s2_u1	1	9.58	0.1	uo1
189	s2_u1	1	11.53	0.01	uo1
190	s2_u1	1	18.21	0.03	uo2
191	s2_u1	1	7.51	0.03	uo3
191	s2_u1	1	3.74	0.03	uo3
191	s2_u1	1	6.04	0.1	uo3
191	s2_u1	1	0.46	0.04	uo3
191	s2_u1	1	12.77	0.1	uo3
194	s2_u1	1	3.41	0.03	uu
194	s2_u1	1	7.46	0.05	uu
194	s2_u1	1	1.39	0.02	uu
194	s2_u1	1	0.81	0.03	uu
194	s2_u1	1	4.16	0.03	uu
194	s2_u1	1	13.7	0.05	uu
194	s2_u1	1	5.79	0.03	uu
197	s2_u1	1	15.78	0.06	v3
197	s2_u1	1	17.18	0.09	v3
198	s2_u1	1	16.93	0.03	v4
201	s2_u1	1	1.86	0.14	van2
205	s2_u1	1	6.78	0.06	ve1
205	s2_u1	1	7.13	0.04	ve1
206	s2_u1	1	15.52	0.03	ve2
215	s2_u1	1	15.74	0.04	vv
216	s2_u1	1	15.48	0.04	x
216	s2_u1	1	16.62	0.08	x
216	s2_u1	1	17.84	0.06	x
218	s2_u1	1	12.35	0.03	zh
218	s2_u1	1	2.57	0.03	zh
218	s2_u1	1	9.94	0.03	zh
218	s2_u1	1	3.35	0.02	zh
218	s2_u1	1	19.11	0.03	zh
218	s2_u1	1	17.55	0.04	zh
218	s2_u1	1	19.21	0.03	zh
